burst,p256,f1,hr321,hr32,t50,t90 
3485,-0.05404,-5.20849,0.18694,-0.1,1.48424,2.05867
3134,-0.21254,-5.73564,0.14456,-0.2142,0.6695,1.12943
3287,0.82556,-4.67028,0.48224,0.19766,0.88536,1.52385
5474,-0.04144,-5.56734,0.1479,-0.31849,0.76522,1.26557
2677,-0.20691,-5.78744,0.27679,0.04244,-0.04769,0.33766
228,0.02284,-6.31752,0.15264,-0.16328,0.74068,1.09174
4157,0.35641,-5.33064,0.11884,-0.15013,0.8105,1.30172
2090,1.00668,-4.79932,0.51031,0.27685,0.93651,1.58143
2122,0.27669,-4.37182,0.48647,0.25538,1.57259,2.08149
3618,0.39811,-4.74379,0.60959,0.42875,1.70105,1.95509
3166,-0.19518,-6.03049,0.18679,-0.06402,0.32469,0.74068
2919,0.7614,-4.59268,0.52426,0.32753,0.60552,1.30792
3171,-0.21254,-4.7592,0.69096,0.547,1.53291,1.75752
121,0.17493,-4.76487,0.25825,-0.03115,1.68699,1.87511
2877,0.46479,-4.8562,0.31867,0.07889,1.46228,2.05733
5569,-0.20343,-5.8177,0.13693,-0.22461,1.04922,1.39501
1443,0.65244,-5.74635,0.44387,0.28099,0.06145,0.39724
4048,0.6504,-4.79367,0.70313,0.41815,0.62572,1.13659
1953,0.26316,-6.12259,0.65108,0.36327,-0.41567,0.44963
5473,0.57841,-4.58169,0.58409,0.34088,1.17909,1.90655
841,0.78376,-5.22539,0.23173,0.00143,0.76042,1.24075
473,-0.25649,-5.96879,0.1193,-0.14309,1.08264,1.49282
1704,-0.2652,-5.60982,0.05857,-0.1095,0.81902,0.98516
503,0.70372,-5.23895,0.65887,0.49174,1.50166,1.66891
2435,0.14176,-5.01347,0.34764,0.12429,2.0018,2.29367
2619,-0.13312,-4.69123,0.28859,0.04746,1.55976,2.18203
3864,0.04376,-5.62649,0.87567,0.6592,1.54812,1.70927
2316,0.58297,-4.26688,0.48719,0.21793,1.05903,1.46514
3511,0.20112,-5.58488,0.14265,-0.33011,0.86688,1.29894
2018,0.01199,-5.62653,0.04332,-0.23838,0.81902,1.20758
2099,-0.07988,-6.07907,0.67088,0.60736,0.10721,0.40824
179,0.67541,-5.95295,0.259,-0.02502,0.50515,0.85926
3588,0.16077,-5.13963,0.16913,-0.13513,1.60827,1.76259
5412,0.14333,-4.98399,0.23076,-0.12182,1.629,1.99497
2458,0.4283,-5.81037,0.25223,-0.13093,0.344,0.69688
3768,-0.08249,-5.73123,0.07861,-0.21021,0.97497,1.70845
3662,0.48487,-4.48316,0.5786,0.36788,1.39501,1.83819
3936,0.77034,-5.50141,0.54911,0.40814,0.18639,0.45939
2700,0.6082,-4.64041,0.49896,0.27178,1.51375,1.76283
2496,-0.31876,-6.45724,0.77676,0.47798,1.24234,1.56244
3853,0.48785,-5.33302,0.22437,-0.01096,1.59997,1.9603
351,0.08849,-4.45595,0.38116,0.09031,1.71893,2.16715
2586,0.93661,-4.83821,0.6269,0.46285,0.8996,1.10938
5559,-0.26122,-5.97486,0.88027,0.64194,0.63225,1.22365
3891,1.1365,-4.85218,0.45609,0.21354,0.56961,1.61775
1432,-0.29843,-5.57096,0.17188,-0.1931,1.23106,1.58794
218,-0.06148,-6.28544,0.54338,0.42326,-0.22403,0.0693
1120,-0.52724,-6.39778,0.27537,0.13922,0.53857,0.95847
3439,0.22115,-4.98445,0.37796,-0.01184,1.95138,2.17836
673,-0.52433,-5.97377,0.15202,0.02577,1.11793,1.43864
2632,0.2887,-6.09262,0.35903,0.17882,-0.31876,0.15927
680,-0.08938,-6.09502,0.09906,-0.16162,0.45939,1.03918
3011,0.2266,-4.99907,0.80652,0.64298,1.36609,1.69604
1046,-0.02549,-5.13012,0.18112,-0.12173,1.56358,2.0583
2528,-0.29499,-6.10392,0.20137,-0.17454,0.95999,1.79183
1679,-0.32148,-5.78606,0.24982,-0.08988,0.1486,0.65744
815,-0.18442,-5.64113,0.08205,-0.23771,1.0103,1.40497
2623,0.34025,-5.87586,0.7432,0.6034,0.25334,0.53046
2844,-0.13787,-6.87717,0.60898,0.32107,0.27416,0.43965
3003,0.45117,-4.25426,0.65687,0.42742,1.03149,1.57556
647,0.84942,-4.68104,0.42857,0.28104,1.22614,1.77513
3307,0.23019,-5.42795,0.13972,-0.21209,1.4216,1.63323
3292,-0.09583,-5.07977,0.24767,-0.05704,1.89004,2.05672
3405,0.18611,-4.75378,0.81871,0.56991,1.27156,1.82861
1819,0.30211,-5.41325,0.83137,0.69506,1.25334,1.72421
5450,0.61836,-4.77794,0.62088,0.39816,0.92012,2.23593
1419,0.65369,-4.66189,0.39165,0.14647,1.02102,2.08812
2830,-0.14267,-6.35598,0.29264,-0.05215,0.16791,0.51375
1204,0.51904,-6.30973,0.36155,0.19613,0.0103,0.56961
1122,1.06453,-4.60107,0.5035,0.25548,0.7839,1.27305
761,0.50623,-4.47556,0.45284,0.26727,1.60345,1.91101
2990,-0.34486,-6.32078,0.33043,-0.21351,0.68413,1.05046
2365,-0.00261,-6.31377,0.62383,0.46855,-0.23958,0.18639
3319,0.32366,-5.85909,0.51669,0.34919,2.23545,2.31444
3345,0.82988,-4.49342,0.52845,0.24636,0.74068,1.60655
1683,0.86046,-5.0278,0.53741,0.33687,0.20412,0.59151
3039,0.87668,-5.04919,0.45428,0.25819,0.22115,0.5605
2450,0.87904,-4.56347,0.47003,0.28285,1.07569,1.6617
1652,0.61109,-4.60546,0.35069,0.15696,1.37905,1.83067
130,0.54008,-4.41185,0.44095,0.2229,1.52881,1.79206
1114,0.40398,-5.84012,0.15845,-0.07315,0.44963,0.68124
2522,0.50893,-4.66462,0.59357,0.36594,1.75361,1.91945
555,0.11594,-6.19953,0.84908,0.55296,0.2833,0.61909
3256,0.24625,-5.38229,0.18592,-0.12237,1.77931,1.98487
2851,-0.21325,-6.51835,0.58677,0.43702,0.0103,0.37438
1440,1.06055,-4.82922,0.62053,0.41211,0.43965,1.3871
3717,-0.11238,-5.47877,0.11384,-0.17368,1.61134,1.77256
5512,0.5387,-4.28711,0.527,0.32733,1.27305,1.95586
3278,-0.19723,-5.82372,0.63871,0.57186,-0.11464,0.1486
1830,-0.17718,-4.97397,0.60308,0.43655,2.11175,2.19053
845,-0.16368,-5.87028,0.76978,0.50659,-0.04769,0.37438
2140,-0.284,-5.89216,0.12916,-0.25837,0.83149,1.2804
2812,1.02189,-4.59243,0.52972,0.33985,1.15057,1.48652
1590,-0.23882,-5.50899,0.16686,-0.1911,1.48561,1.84201
3954,0.91339,-4.56026,0.57997,0.34744,0.59857,1.4727
3153,-0.12668,-5.22318,0.08323,-0.22061,1.16602,1.50558
3132,-0.03668,-5.75184,0.00139,-0.22794,1.16979,1.31672
1533,0.60184,-4.94909,0.44245,0.28217,1.93134,1.99903
2797,0.91777,-4.68773,0.56251,0.34391,0.42943,0.94606
226,0.11327,-4.40396,0.46856,0.24436,1.78845,2.34475
820,-0.25571,-5.3264,0.91434,0.67245,1.21442,1.50079
1244,-0.06702,-5.50532,0.12126,-0.28859,1.35518,1.758
3029,-0.14026,-5.05152,0.82137,0.71589,1.30033,1.65066
3136,-0.45469,-6.36021,0.82559,0.45212,0.68413,1.29119
3658,1.11066,-4.59312,0.50895,0.3257,0.81478,1.02366
1306,-0.266,-6.10987,0.16303,-0.16912,0.48742,0.86308
2603,0.50406,-5.02738,0.13991,-0.10321,0.9735,1.39277
543,1.0235,-5.11195,0.34258,0.18356,0.33766,0.68699
1551,-0.23508,-5.28859,0.89646,0.73644,1.08493,1.46894
3488,0.93676,-5.01177,0.42046,0.1641,1.73201,1.77977
3866,0.7522,-5.36016,0.67204,0.38636,0.0103,0.62572
1112,0.15746,-5.81391,0.65037,0.48348,-0.62525,-0.35458
3340,0.27921,-6.26386,0.62046,0.36021,-0.35655,0.00689
603,0.54295,-6.04919,0.50742,0.37854,-0.07988,0.16791
2268,0.37088,-6.20521,0.57994,0.37568,-0.38091,0.29092
3103,-0.21112,-5.71563,0.10464,-0.16764,1.58794,1.73098
1733,0.4777,-4.5054,0.72338,0.52628,0.87064,1.5666
3917,-0.01189,-4.48576,0.48181,0.26164,2.02576,2.21408
1042,0.09482,-5.69024,-0.00346,-0.26074,1.23431,1.39836
2770,-0.1707,-4.21442,0.56027,0.42413,1.42943,2.25789
3941,-0.37572,-6.19571,0.17842,-0.11525,1.00208,1.7168
3648,0.75587,-4.79708,0.34343,0.05554,1.44467,1.75654
3139,-0.24185,-6.22309,0.1338,-0.06153,0.40824,0.7839
2922,0.455,-4.78555,0.33069,0.12627,1.73865,2.2062
401,-0.47756,-6.69903,0.37834,0.19294,0.45939,0.70381
3229,-0.1107,-6.00123,0.01212,-0.22748,0.7839,1.31672
5556,0.11361,-6.58746,0.39229,0.13062,-0.29843,0.17926
2056,-0.16431,-5.93912,0.17167,0.01826,0.08493,0.25334
2080,0.75136,-4.48456,0.50004,0.31885,1.35641,1.73046
1623,0.47407,-4.48362,0.67926,0.45113,1.39836,1.82028
3493,-0.08672,-5.38934,0.8704,0.62594,1.77138,1.91912
1851,0.25066,-5.92689,0.56888,0.48381,-0.89279,0.06145
1667,-0.38828,-5.95224,0.08301,-0.13347,1.10721,1.43457
1156,-0.20831,-4.43144,0.49851,0.27995,1.80269,2.27659
2799,0.84807,-5.39149,0.40636,0.17107,-0.10679,0.50705
3138,1.22084,-4.95327,0.44376,0.24087,0.35025,0.71466
829,0.81218,-4.99873,0.15779,0.02047,0.77931,1.23915
4701,0.85339,-4.45239,0.53955,0.30617,1.11368,1.87325
5507,-0.39577,-6.26921,0.21191,-0.07004,0.44963,0.82737
2894,0.93867,-4.9066,0.5049,0.34127,0.20412,0.57703
824,-0.16115,-5.58883,0.02735,-0.22238,1.18639,1.60345
5482,0.06221,-4.73074,0.43167,0.18284,2.10361,2.4036
1145,0.24601,-6.27107,0.12527,-0.16795,0.20412,1.50775
2453,0.18498,-5.93578,0.0324,-0.22509,0.45939,1.00484
1289,0.15746,-6.48904,0.5079,0.28217,-0.58004,-0.16685
2114,-0.10679,-6.13303,0.87695,0.70263,0.42943,0.8554
936,0.58081,-5.83286,0.64881,0.41008,-0.04191,0.15776
3130,-0.26761,-5.96068,0.02274,-0.18307,0.95231,1.26708
3352,0.56937,-4.08783,0.41426,0.12746,1.2178,1.66592
5428,0.14799,-5.92691,0.07335,-0.2365,1.22943,1.99342
2138,0.84535,-4.39209,0.52979,0.27379,1.07802,1.88789
2436,0.78362,-4.71125,0.6782,0.46522,1.39051,1.52218
5079,-0.04144,-6.42836,0.62291,0.47119,-0.25181,0.07335
3788,0.71609,-4.37,0.4673,0.20743,1.33122,1.81775
3247,0.16077,-4.44442,0.65702,0.47905,1.67069,2.30256
2424,-0.36151,-5.80718,0.2015,-0.05117,0.26623,0.3927
1552,-0.44249,-5.81944,0.1392,-0.13035,1.27453,1.68413
2460,0.0187,-6.25015,0.13052,-0.15278,0.22011,0.63869
2325,-0.12843,-6.29121,1.13973,0.53739,1.21611,1.35272
2780,0.20222,-4.8323,0.84518,0.70827,1.18276,1.72942
5255,0.03902,-5.50216,0.05124,-0.31349,1.19712,1.84181
2362,0.52556,-5.69356,0.15001,-0.17496,1.43482,1.65637
537,0.16286,-5.68603,0.88956,0.67353,0.08493,0.63225
3290,1.02955,-4.75704,0.3327,0.04672,0.53857,1.63996
3840,-0.22548,-7.03451,0.30654,0.08345,0.20656,0.62003
5429,0.3092,-4.83964,0.57634,0.24684,2.19286,2.30145
3489,0.82269,-4.30738,0.6242,0.42046,0.93972,1.51925
5497,-0.16877,-5.49381,0.15822,-0.24941,1.5632,2.073
2349,-0.37882,-6.36773,0.23911,-0.00128,0.22943,0.60552
5546,-0.21824,-5.6143,0.84822,0.65983,0.1486,0.57703
2890,0.36586,-4.31696,0.72124,0.50965,1.37905,1.71251
2860,0.18724,-5.88631,0.76143,0.65676,0.03342,0.16524
219,1.25679,-4.48695,0.39709,0.16189,0.79741,1.4727
2760,-0.06298,-5.46565,0.0825,-0.21333,0.25334,0.6695
5470,0.6807,-4.66386,0.70655,0.50278,0.38596,1.48287
1709,1.10527,-4.97279,0.41882,0.2168,0.20412,0.53857
1141,0.95453,-4.24028,0.39087,0.15482,0.8396,1.30311
1997,1.21344,-4.6103,0.42779,0.15899,1.23106,1.77977
2244,-0.32422,-5.49441,0.45949,0.26861,2.36127,2.41796
1546,0.29885,-5.55218,1.05487,0.77926,1.12424,1.3351
1235,0.40381,-4.99149,0.39977,0.13014,2.14424,2.27864
3105,0.72181,-4.78268,0.74908,0.59061,1.12633,1.44267
2606,0.37621,-4.06828,0.55124,0.34964,1.67424,2.12933
2327,-0.39147,-6.37977,0.68421,0.20894,-0.01773,0.39724
5453,-0.07727,-6.649,0.54922,0.4387,-0.29073,-0.00656
1157,1.00173,-4.65926,0.53757,0.27565,0.96755,2.23188
3280,-0.41005,-6.82626,0.55492,0.27216,0.1284,0.53046
3552,-0.17457,-5.63082,0.05408,-0.43919,0.96152,1.36668
1416,0.17696,-6.37579,0.1621,-0.10518,0.18639,0.53857
2825,-0.41229,-5.45281,0.81821,0.81821,1.10833,1.50645
999,1.06254,-4.94627,0.56465,0.33816,-0.11464,0.82321
973,0.72329,-4.35012,0.59046,0.30993,1.34651,1.95417
2530,0.26951,-4.70798,0.29876,0.04422,1.91169,2.28977
1385,0.55835,-4.02512,0.6396,0.44788,1.18458,1.71413
3888,0.46285,-5.77871,0.66914,0.38316,-0.75449,0.23955
2228,0.90875,-4.54613,0.47545,0.28908,1.48104,1.95478
3894,-0.16052,-6.52276,0.67285,0.43745,-0.12378,0.17114
2149,0.14426,-4.85591,0.14207,-0.16457,1.69154,1.90378
2984,0.66408,-4.46829,0.70805,0.50805,1.071,1.5163
3870,1.14392,-4.84344,0.31924,0.03799,0.42943,0.92675
2508,-0.28483,-5.27493,0.99768,0.66246,1.39724,1.46514
2973,0.1284,-6.64482,0.51668,0.38335,-0.58336,-0.19586
5480,-0.18709,-5.53886,0.05828,-0.29029,1.37438,1.67482
1655,-0.34872,-5.51484,0.08037,-0.19583,1.20758,1.82696
5467,0.14644,-5.62465,0.89557,0.69577,0.13862,0.47276
5439,0.83174,-5.57109,0.63,0.40202,-0.7167,0.65744
3480,1.29212,-4.78286,0.66436,0.4643,0.56205,0.96142
3351,0.65089,-4.96843,0.30867,-0.07297,1.59222,2.01247
297,0.34044,-5.97012,0.66994,0.50926,-0.49485,-0.01773
2691,-0.22768,-4.95143,0.9337,0.75691,1.06625,1.42736
3415,0.96199,-4.49842,0.41041,0.1455,1.42108,1.73509
1664,0.93867,-5.38085,0.2367,0.07362,0.1486,0.54654
2953,1.24309,-4.30573,0.53206,0.31846,1.04922,1.22614
2041,0.38148,-5.2313,0.81015,0.69068,0.1486,0.7356
2852,0.8236,-4.29122,0.63227,0.48314,1.09621,1.52218
2115,0.041,-6.69324,0.56171,0.31656,-0.55129,-0.29414
690,-0.38722,-6.6616,0.25866,0.0397,0.32469,0.50515
4556,1.20112,-4.43896,0.5046,0.29866,0.37438,1.11687
109,0.55871,-4.22971,0.38302,0.17739,1.67306,1.95509
2383,0.48615,-4.47898,0.74022,0.54138,1.35025,1.70709
2360,0.06819,-6.69736,0.48625,0.33778,-0.69897,-0.24565
2987,-0.13253,-6.38394,0.38553,0.38553,-0.89279,-0.19382
3611,-0.14086,-6.08011,0.35766,-0.43382,0.08493,0.54654
3369,-0.10347,-5.46801,0.03356,-0.33388,1.3351,1.69632
1676,1.02082,-4.4512,0.47626,0.28162,1.48832,1.72263
3664,0.29754,-5.34888,0.10791,-0.24799,1.60655,1.93052
2220,0.15594,-6.45071,0.58447,0.45386,-0.91009,-0.02182
2044,-0.21467,-5.45162,0.97693,0.67278,0.1284,0.80618
5540,0.02938,-5.30283,0.11439,-0.3611,1.62835,1.88518
3814,0.35813,-6.12155,0.24633,-0.12986,-0.20482,0.50974
1458,-0.24033,-5.68899,0.06943,-0.17629,1.73509,1.91237
809,0.49651,-6.27614,0.5582,0.34225,-0.59176,0.10721
3306,0.5164,-4.79086,0.28399,-0.02066,1.86308,2.03548
2037,0.87105,-4.89077,0.74035,0.54232,0.55437,0.79741
2110,0.66238,-4.39309,0.70871,0.55836,0.87437,1.27305
2352,-0.20135,-6.84455,0.49784,0.30948,-0.19382,-0.01773
5421,0.29403,-4.8239,0.53823,0.27316,2.29894,2.42611
3308,-0.16877,-6.52222,0.64711,0.25515,-0.49485,-0.29073
5563,1.33112,-5.13293,0.38314,0.17779,-0.10902,0.68931
907,0.55255,-4.78889,0.37302,0.13102,2.03304,2.19888
516,-0.1107,-5.9391,-0.02484,-0.34853,0.54654,1.10285
2993,0.50799,-4.18879,0.72623,0.50883,1.24709,1.65128
2193,0.18921,-4.56533,0.75538,0.63967,1.62638,2.13087
5565,0.11327,-6.37636,0.04599,-0.28811,0.49638,1.10829
3593,0.82027,-4.35413,0.64562,0.44706,1.22943,1.77138
1211,0.2266,-6.68215,0.51659,0.42469,-0.55909,-0.11748
214,-0.12378,-5.89977,-0.02701,-0.31053,1.27453,1.65988
5585,0.2079,-4.63552,0.26719,0.00525,1.91441,2.36152
3940,0.36736,-6.4371,0.56143,0.36453,-0.59176,-0.23958
3035,0.78003,-4.22133,0.51846,0.33831,1.55359,1.94669
111,-0.18776,-5.29946,0.03045,-0.17078,1.62043,1.99201
2564,0.05956,-6.06334,0.79261,0.28261,-0.89279,-0.59176
204,-0.17134,-5.67816,0.98819,0.88562,1.30724,1.79696
5304,1.1232,-4.10629,0.57121,0.39194,1.0289,1.35763
3241,1.09608,-4.28935,0.39066,0.10468,1.11368,1.65744
1129,-0.2233,-6.84091,0.51957,0.35166,-0.29073,-0.01773
5504,0.40909,-6.1037,0.06085,-0.2389,0.56538,0.88536
3644,0.72616,-5.98143,0.40699,0.21668,-0.52871,-0.11014
394,0.67916,-4.14278,0.54887,0.27743,1.56811,2.02576
1425,0.96497,-4.95234,0.21051,-0.10623,0.53046,1.01837
3722,0.28937,-6.38766,0.65154,0.33189,-0.7167,-0.41567
1073,0.32531,-6.53842,0.51802,0.36236,-0.7167,-0.29073
3167,-0.47496,-6.30535,0.19249,-0.03386,0.26858,0.58794
1588,0.15655,-6.08551,0.70302,0.57091,-0.7167,-0.41567
2929,0.77195,-4.07297,0.66045,0.46311,1.1486,1.63096
5469,0.32181,-6.15553,0.7361,0.63662,-0.01773,0.17725
3765,1.40293,-4.30979,0.48689,0.26059,0.97644,1.86079
2988,0.78923,-5.44872,0.70412,0.4921,-0.59176,0.6695
2142,0.02572,-6.29128,0.77641,0.6982,0.05346,0.3145
676,0.62315,-4.37813,0.72479,0.49067,1.26557,1.89111
3481,1.34118,-4.24648,0.58748,0.34377,0.57703,1.61032
1097,0.0141,-6.79324,0.45055,0.33091,-1.06048,-0.10018
5465,-0.19179,-6.45939,0.1482,-0.12622,0.1383,0.59151
5486,0.97058,-4.03226,0.5203,0.25204,1.1754,1.93812
1993,0.22866,-5.60588,-0.05751,-0.39343,1.3194,1.48379
2977,0.26458,-6.28115,0.71757,0.47668,-0.59176,-0.23958
4745,0.17173,-5.02165,0.7136,0.45264,2.39215,2.41412
5530,0.73997,-5.48695,0.16779,-0.16671,0.42455,0.69504
1153,-0.4698,-6.41399,0.16438,-0.11502,0.40824,0.9554
5567,1.34032,-4.34847,0.62947,0.35957,0.49638,1.10503
3491,1.48022,-4.19614,0.46743,0.14603,0.65128,1.14464
2083,1.6572,-4.07517,0.52923,0.32333,0.87806,1.18093
1085,1.48222,-4.22955,0.34311,0.18882,0.76042,1.2833
3255,1.0743,-4.77513,0.25312,-0.08023,1.30449,1.54258
717,-0.42022,-6.26434,0.01124,-0.13324,1.03918,1.57036
110,-0.32057,-5.50938,0.58003,0.28694,2.48624,2.63348
5501,0.055,-7.00798,0.47371,0.30646,-0.59176,-0.41567
2357,0.30471,-6.45842,0.62974,0.46354,-0.63451,-0.37263
1152,-0.54516,-5.47993,0.43338,0.1571,2.20706,2.43914
2537,1.40776,-4.70599,0.35702,0.08195,0.47828,0.68124
3067,1.27119,-4.08751,0.54367,0.3432,0.91677,1.82592
5305,-0.03716,-5.41851,-0.09545,-0.42294,1.37905,1.49947
2649,0.13194,-6.75102,0.47293,0.30533,-0.89279,-0.59176
3740,-0.25337,-5.86863,0.09146,-0.24708,1.76042,1.98831
5489,0.97479,-4.2931,0.56019,0.28594,1.35763,2.14761
105,1.07397,-5.27833,0.19021,-0.02925,0.25334,0.71466
2793,0.60423,-4.81549,0.80111,0.62676,0.36248,0.84361
1102,0.21272,-6.51481,0.54651,0.39245,-1.10237,-0.72816
1712,0.49108,-4.58753,0.58029,0.40098,1.8135,2.48805
1025,1.21147,-5.13472,0.32174,0.11927,-0.04769,0.41896
3642,0.59879,-6.1192,0.6067,0.44367,-0.59176,-0.15243
3815,0.36568,-5.86016,0.07661,-0.35638,0.2833,0.83149
3115,1.04513,-4.58589,0.71228,0.52655,0.60552,1.65621
5466,-0.1343,-5.59169,-0.09477,-0.57775,0.75557,1.21187
1439,-0.27246,-5.97409,0.00811,-0.30196,0.33766,0.92012
2207,-0.31158,-6.50704,0.19328,-0.12066,0.23754,0.50515
4039,0.7364,-4.08072,0.67864,0.45099,1.35272,1.7695
2447,-0.25806,-5.46291,-0.03458,-0.25844,1.51967,1.80813
249,1.53934,-3.82314,0.54022,0.35522,0.82321,1.45551
211,-0.29499,-5.81866,0.27905,-0.00481,2.30929,2.46648
1601,0.33021,-4.68258,0.97695,0.72537,0.9429,1.68585
2163,-0.05899,-6.35483,0.69126,0.55572,-0.64016,-0.40782
2788,0.10483,-6.13118,0.80921,0.64095,-0.31876,-0.05948
1606,0.89326,-4.2074,0.47637,0.27872,1.72735,1.94732
3100,0.09342,-5.25845,-0.12137,-0.415,1.2833,1.6556
451,1.22848,-4.67247,0.22213,-0.01714,0.48742,1.18093
1653,-0.15181,-5.6202,-0.05935,-0.39096,1.35149,1.79829
138,-0.14146,-6.86572,0.51925,0.38056,-0.66154,-0.50169
2320,0.90037,-5.74789,0.58454,0.39585,-0.60555,-0.2161
3634,0.51904,-4.3739,0.6043,0.31262,2.05268,2.15244
3088,-0.27165,-5.912,-0.0141,-0.23288,0.29754,0.71466
3269,0.79043,-4.7632,0.85467,0.61767,0.63869,1.14264
1579,0.51162,-4.73521,0.83386,0.66099,1.40278,1.86612
3875,0.44747,-5.96644,0.05746,-0.29541,0.23754,0.92345
2641,-0.37469,-5.53833,0.1262,-0.15004,0.06145,0.36248
1609,1.76553,-4.32845,0.4895,0.30786,0.16791,1.10285
1221,0.0013,-6.18496,0.00097,-0.3532,0.33766,0.7839
659,0.01242,-5.11892,-0.01005,-0.33875,1.52218,2.00894
2523,0.13767,-6.01308,0.84181,0.60904,-0.50585,-0.16749
1760,0.56644,-5.92401,0.6877,0.51487,-0.49485,-0.23958
1481,-0.07676,-6.7345,0.3416,-0.07515,-0.41567,0.1486
3408,1.10473,-3.97101,0.57438,0.36079,1.34147,1.7676
2353,0.11561,-6.39017,0.75898,0.61784,-0.38934,0.00346
5478,0.47114,-4.93069,0.44018,0.22228,2.4196,2.4727
3895,-0.21896,-6.90688,0.61732,0.42491,-0.41567,-0.11464
2821,0.11327,-7.02329,0.54468,0.39025,-0.81816,-0.40671
5499,0.12646,-6.0882,0.81726,0.64448,-0.36452,-0.20482
5461,0.03663,-6.30705,0.79412,0.69962,-0.11464,0.1486
2996,-0.37986,-5.30224,0.05159,-0.31815,1.34526,1.70627
3330,0.82924,-4.3292,0.72459,0.44696,1.5129,1.79206
2103,0.09307,-6.26518,0.82318,0.57175,-0.59176,0.0103
3811,0.37676,-5.46275,0.06177,-0.42055,0.38596,0.7356
4744,-0.04001,-6.84185,0.51828,0.36483,-0.89279,-0.89279
4312,0.9431,-5.38665,0.13267,-0.19546,0.31133,0.9554
3294,0.22917,-5.3154,0.99095,0.69798,0.02366,0.37822
2513,-0.10791,-5.86422,0.05137,-0.09433,-0.34872,0.1486
5487,-0.2815,-6.11006,-0.07259,-0.36724,0.70381,1.08379
3528,-0.383,-6.26011,0.17099,-0.01945,1.9993,2.18029
2889,0.77247,-4.18705,0.69886,0.50767,1.31404,1.88026
3131,0.16702,-5.19686,-0.18951,-0.49251,0.97644,1.68441
3297,0.38561,-6.0905,0.6984,0.49045,-1.01773,-0.56543
2201,0.10072,-6.50565,0.69753,0.51698,-0.88941,-0.42022
2512,0.33062,-6.49681,0.6543,0.41442,-0.95078,-0.44491
1541,1.55125,-3.85871,0.59947,0.42536,1.02366,1.41896
2317,0.7605,-6.10169,0.27938,0.08936,-0.34872,-0.04769
2611,1.50907,-4.55995,0.67212,0.43746,0.03663,1.08679
2205,-0.06702,-5.90179,0.84018,0.73444,-0.23958,0.06145
2748,0.02284,-7.13344,0.55997,0.41803,-0.7167,-0.41567
3087,1.15433,-5.13074,0.49847,0.25167,-0.49485,0.06145
2043,-0.12552,-6.99684,0.34716,0.17552,-0.7167,-0.29073
1711,1.28838,-4.62119,0.71929,0.53645,0.65128,0.77466
2067,1.25765,-4.04579,0.6604,0.50162,0.8396,1.48923
3178,1.1564,-4.00288,0.70166,0.45238,0.78845,1.60136
5528,0.29732,-5.89302,0.81123,0.63251,-0.64975,-0.06803
3860,0.64768,-4.16411,0.78268,0.60885,1.12005,1.49814
2061,0.34104,-4.23732,0.69853,0.53833,1.86423,2.24218
3227,1.23111,-3.99147,0.53069,0.31671,1.31672,2.06193
1009,-0.15802,-4.97632,0.2824,0.02426,2.44035,2.55227
1468,0.52375,-4.48175,0.87244,0.66381,1.02102,1.70873
2431,1.55617,-4.7342,0.45132,0.26862,-0.07988,0.44342
1635,0.06595,-6.76999,0.66608,0.57656,-0.49485,-0.29073
2892,0.20412,-6.98937,0.53436,0.36724,-0.98297,-0.54061
1359,0.09552,-6.18293,0.78271,0.54076,-0.97062,-0.58838
3868,-0.1707,-6.82574,0.46368,0.24673,-0.89279,-0.89279
2966,-0.11126,-6.73133,0.31057,0.08899,-0.86646,-0.50585
540,-0.11976,-6.48046,-0.01889,-0.36133,1.25334,1.50515
3728,0.12123,-6.95707,0.60789,0.50278,-0.77469,-0.27084
1662,-0.20204,-6.85407,0.42012,0.14911,-1.1549,-0.37779
2800,-0.1549,-6.35866,0.74463,0.59868,-0.49485,-0.34872
3737,0.39146,-6.01933,0.70398,0.54042,-1.09691,-0.49485
3379,0.21643,-6.39043,0.77969,0.56431,-0.54061,-0.2161
1741,0.07151,-6.52227,0.67847,0.58962,-1.16115,-0.23807
1736,0.10585,-7.09097,0.52065,0.35645,-0.89279,-0.89279
5459,-0.06651,-7.27283,0.51998,0.25885,-0.89279,-0.47366
1298,-0.49214,-6.96308,0.2187,-0.00402,0.22115,0.59151
3545,0.1245,-5.79411,0.98869,0.736,-0.20551,0.15806
2978,0.5832,-6.3062,0.5999,0.39726,-1.05552,-0.4437
2381,-0.27246,-6.30474,-0.03025,-0.16814,0.21139,0.61236
2265,0.04571,-6.81597,0.67043,0.58812,-0.59176,-0.34104
2145,-0.15989,-6.72181,0.66944,0.54115,-0.7167,-0.11464
1096,-0.04818,-7.28279,0.33692,0.21633,-0.7167,-0.49485
